文件名称,文件大小,文件类型,文件最后修改时间,文件所在目录,子目录,子目录,子目录,子目录,子目录,子目录,子目录,子目录,子目录,子目录,子目录,子目录
1.jpg,69844,.jpg,2020/9/20 21:33:22,C:\Users\zhougq\Desktop\.NET 5,,,,,,,,,,,,
2.png,23601,.png,2020/9/20 21:34:45,C:\Users\zhougq\Desktop\.NET 5,,,,,,,,,,,,
3.jpg,139569,.jpg,2020/9/20 22:51:32,C:\Users\zhougq\Desktop\.NET 5,,,,,,,,,,,,
4.jpg,85359,.jpg,2020/9/20 22:53:44,C:\Users\zhougq\Desktop\.NET 5,,,,,,,,,,,,
